registration_number,partner_departments,subjects,title_en,title_fr,description_en,description_fr,start_date,end_date,status,profile_page_en,profile_page_fr,report_available_online,report_link_en,report_link_fr,owner_org,owner_org_title
C-0000502,,"HS,PO","Consultation on Pyroxsulam, Proposed Maximum Residue Limit PMRL2020-15","Consultation sur le pyroxsulame, limites maximales de résidus proposées PMRL2020-15",The Pest Management Regulatory Agency (PMRA) invites the public to submit written comments on the proposed maximum residue limit (MRL) for pyroxsulam up to 75 days from the date of publication of this consultation document. The PMRA will consider all comments received before making a final decision on the proposed MRL for pyroxsulam.,L’Agence de réglementation de la lutte antiparasitaire (ARLA) invite le grand public à présenter des commentaires écrits sur la limite maximale de résidus proposée sur le pyroxsulame pendant les 75 jours suivant la date de publication de ce document de consultation. L’ARLA examinera tous les commentaires reçus concernant la LMR proposée pour le pyroxsulame.,2020-07-29,2020-10-12,C,https://www.canada.ca/en/health-canada/services/consumer-product-safety/pesticides-pest-management/public/consultations/proposed-maximum-residue-limit/2020/pyroxsulam.html,https://www.canada.ca/fr/sante-canada/services/securite-produits-consommation/pesticides-lutte-antiparasitaire/public/consultations/limites-maximales-residus-proposees/2020/pyroxsulame.html,N,,,hc-sc,Health Canada | Santé Canada
C-0000507,,"HS,PO","Consultation on Pendimethalin, proposed maximum residue limit PMRL2020-16  ","Consultation sur la pendiméthaline, limites maximales de résidus proposées PMRL2020-16","The Pest Management Regulatory Agency (PMRA) invites the public to submit written comments on the proposed maximum residue limit (MRL) for pendimethalin up to 75 days from the date of publication of this consultation document. The PMRA will consider all comments received before making a final decision on the proposed MRL for pendimethalin.
",L’Agence de réglementation de la lutte antiparasitaire (ARLA) invite le grand public à présenter des commentaires écrits sur la limite maximale de résidus proposée sur la pendiméthaline pendant les 75 jours suivant la date de publication de ce document de consultation. L’ARLA examinera tous les commentaires reçus concernant la LMR proposée pour la pendiméthaline.,2020-08-04,2020-10-17,C,https://www.canada.ca/en/health-canada/services/consumer-product-safety/pesticides-pest-management/public/consultations/proposed-maximum-residue-limit/2020/pendimethalin.html,https://www.canada.ca/fr/sante-canada/services/securite-produits-consommation/pesticides-lutte-antiparasitaire/public/consultations/limites-maximales-residus-proposees/2020/pendimethaline.html,N,,,hc-sc,Health Canada | Santé Canada
A-002763,,"AA,AD,AG,CD,CM,CR,CU,DV,EC,ED,EM,EN,EX,FA,FI,FO,FS,HP,HR,HS,IM,IN,IP,JL,ND,NR,PD,PO,PR,PS,RE,RL,RU,SA,SO,ST,TF,TR,TX,YJ","Consultation on Cyflumetofen, Proposed Maximum Residue Limit PMRL2014-16","Consultation sur le cyflumétofène, limites maximales de résidus proposées PMRL2014-16",Not Available,Sans objet,2014-04-23,2014-07-07,C,http://www.hc-sc.gc.ca/cps-spc/pest/part/consultations/_pmrl2014-16/index-eng.php,http://www.hc-sc.gc.ca/cps-spc/pest/part/consultations/_pmrl2014-16/index-fra.php,N,,,hc-sc,Health Canada | Santé Canada
A-002742,,"AA,AD,AG,CD,CM,CR,CU,EC,ED,EM,EN,EX,FA,FI,FO,FS,HP,HR,HS,IM,IN,IP,JL,ND,NR,PD,PO,PR,PS,RE,RL,RU,SA,SO,ST,TF,TR,TX,YJ","Consultation on Quinclorac, Proposed Maximum Residue Limit PMRL2014-15","Consultation sur le quinclorac, limites maximales de résidus proposées PMRL2014-15",Not Available,Sans objet,2014-04-08,2014-06-22,C,http://www.hc-sc.gc.ca/cps-spc/pest/part/consultations/_pmrl2014-15/index-eng.php,http://www.hc-sc.gc.ca/cps-spc/pest/part/consultations/_pmrl2014-15/index-fra.php,N,,,hc-sc,Health Canada | Santé Canada
A-002744,,"AA,AD,AG,CD,CM,CR,CU,DV,EC,ED,EM,EN,EX,FA,FI,FO,FS,HP,HR,HS,IM,IN,IP,JL,ND,NR,PD,PO,PR,PS,RE,RL,RU,SA,SO,ST,TF,TR,TX,YJ","Consultation on Penthiopyrad, Proposed Maximum Residue Limit PMRL2014-14","Consultation sur le penthiopyrade, limites maximales de résidus proposées PMRL2014-14",Not Available,Sans objet,2014-04-08,2014-06-22,C,http://www.hc-sc.gc.ca/cps-spc/pest/part/consultations/_pmrl2014-14/index-eng.php,http://www.hc-sc.gc.ca/cps-spc/pest/part/consultations/_pmrl2014-14/index-fra.php,N,,,hc-sc,Health Canada | Santé Canada
A-002762,,"AA,AD,AG,CD,CM,CR,CU,DV,EC,ED,EM,EN,EX,FA,FI,FO,FS,HP,HR,HS,IM,IN,IP,JL,ND,NR,PD,PO,PR,PS,RE,RL,RU,SA,SO,ST,TF,TR,TX,YJ","Special Review of Aminopyralid: Proposed Decision for Consultation, Re-evaluation Note REV2014-01","Consultation sur l'examen spécial de l'aminopyralide - Document de consultation, Note de réévaluation REV2014-01",Not Available,Sans objet,2014-04-24,2014-06-08,C,http://www.hc-sc.gc.ca/cps-spc/pest/part/consultations/_rev2014-01/index-eng.php,http://www.hc-sc.gc.ca/cps-spc/pest/part/consultations/_rev2014-01/index-fra.php,N,,,hc-sc,Health Canada | Santé Canada
A-002747,,"AA,AD,AG,CD,CM,CR,CU,DV,EC,ED,EM,EN,EX,FA,FI,FO,FS,HP,HR,HS,IM,IN,IP,JL,ND,NR,PD,PO,PR,PS,RE,RL,RU,SA,SO,ST,TF,TR,TX,YJ","Consultation on Halosulfuron-methyl, Proposed Maximum Residue Limit PMRL2014-09","Consultation sur l'halosulfuron-méthyl, limites maximales de résidus proposées PMRL2014-09",Not Available,Sans objet,2014-03-21,2014-06-04,C,http://www.hc-sc.gc.ca/cps-spc/pest/part/consultations/_pmrl2014-09/index-eng.php,http://www.hc-sc.gc.ca/cps-spc/pest/part/consultations/_pmrl2014-09/index-fra.php,N,,,hc-sc,Health Canada | Santé Canada
A-002746,,"AA,AD,AG,CD,CM,CR,CU,DV,EC,ED,EM,EN,EX,FA,FI,FO,FS,HP,HR,HS,IM,IN,IP,JL,ND,NR,PD,PO,PR,PS,RE,RL,RU,SA,SO,ST,TF,TR,TX,YJ","Consultation on Hydrogen Peroxide, Proposed Registration Decision PRD2014-11","Consultation sur le peroxyde d'hydrogène, projet de décision d'homologation PRD2014-11",Not Available,Sans objet,2014-04-04,2014-05-19,C,http://www.hc-sc.gc.ca/cps-spc/pest/part/consultations/_prd2014-11/index-eng.php,http://www.hc-sc.gc.ca/cps-spc/pest/part/consultations/_prd2014-11/index-fra.php,N,,,hc-sc,Health Canada | Santé Canada
A-002749,,"AA,AD,AG,CD,CM,CR,CU,DV,EC,ED,EM,EN,EX,FA,FI,FO,FS,HP,HR,HS,IM,IN,IP,JL,ND,NR,PD,PO,PR,PS,RE,RL,RU,SA,SO,ST,TF,TR,TX,YJ","Consultation on Cyflumetofen, Proposed Registration Decision PRD2014-10","Consultation sur le cyflumétofène, projet de décision d'homologation PRD2014-10",Not Available,Sans objet,2014-03-31,2014-05-15,C,http://www.hc-sc.gc.ca/cps-spc/pest/part/consultations/_prd2014-10/index-eng.php,http://www.hc-sc.gc.ca/cps-spc/pest/part/consultations/_prd2014-10/index-fra.php,N,,,hc-sc,Health Canada | Santé Canada
A-002725,,"AA,AD,AG,CD,CM,CR,CU,DV,EC,ED,EM,EN,EX,FA,FI,FO,FS,HP,HR,HS,IM,IN,IP,JL,ND,NR,PD,PO,PR,PS,RE,RL,RU,SA,SO,ST,TF,TR,TX,YJ","Consultation on Aminocyclopyrachlor, Proposed Maximum Residue Limit PMRL2014-13","Consultation sur l'aminocyclopyrachlore, limites maximales de résidus proposées PMRL2014-13",Not Available,Sans objet,2014-02-28,2014-05-14,C,http://www.hc-sc.gc.ca/cps-spc/pest/part/consultations/_pmrl2014-13/index-eng.php,http://www.hc-sc.gc.ca/cps-spc/pest/part/consultations/_pmrl2014-13/index-fra.php,N,,,hc-sc,Health Canada | Santé Canada
A-002722,,"AA,AD,AG,CD,CM,CR,CU,DV,EC,ED,EM,EN,EX,FA,FI,FO,FS,HP,HR,HS,IM,IN,IP,JL,ND,NR,PD,PO,PR,PS,RE,RL,RU,SA,SO,ST,TF,TR,TX,YJ","Consultation on Chlorothalonil, Proposed Maximum Residue Limit PMRL2014-10","Consultation sur le chlorothalonil, limites maximales de résidus proposées PMRL2014-10",Not Available,Sans objet,2014-02-27,2014-05-13,C,http://www.hc-sc.gc.ca/cps-spc/pest/part/consultations/_pmrl2014-10/index-eng.php,http://www.hc-sc.gc.ca/cps-spc/pest/part/consultations/_pmrl2014-10/index-fra.php,N,,,hc-sc,Health Canada | Santé Canada
A-002724,,"AA,AD,AG,CD,CM,CR,CU,DV,EC,ED,EM,EN,EX,FA,FI,FO,FS,HP,HR,HS,IM,IN,IP,JL,ND,NR,PD,PO,PR,PS,RE,RL,RU,SA,SO,ST,TF,TR,TX,YJ","Consultation on Dimethomorph, Proposed Maximum Residue Limit PMRL2014-11","Consultation sur le diméthomorphe, limites maximales de résidus proposées PMRL2014-11",Not Available,Sans objet,2014-02-27,2014-05-13,C,http://www.hc-sc.gc.ca/cps-spc/pest/part/consultations/_pmrl2014-11/index-eng.php,http://www.hc-sc.gc.ca/cps-spc/pest/part/consultations/_pmrl2014-11/index-fra.php,N,,,hc-sc,Health Canada | Santé Canada
A-002743,,"AA,AD,AG,CD,CM,CR,CU,EC,ED,EM,EN,EX,FA,FI,FO,FS,HP,HR,HS,IM,IN,IP,JL,ND,NR,PD,PO,PR,PS,RE,RL,RU,SA,SO,ST,TF,TR,TX,YJ","Consultation on Cydia pomonella Granulovirus strain M, Proposed Registration Decision PRD2014-09","Consultation sur la Souche M du virus de la granulose de Cydia pomonella, projet de décision d'homologation PRD2014-09",Not Available,Sans objet,2014-03-30,2014-05-04,C,http://www.hc-sc.gc.ca/cps-spc/pest/part/consultations/_prd2014-09/index-eng.php,http://www.hc-sc.gc.ca/cps-spc/pest/part/consultations/_prd2014-09/index-fra.php,N,,,hc-sc,Health Canada | Santé Canada
A-002750,,"AA,AD,AG,CD,CM,CR,CU,DV,EC,ED,EM,EN,EX,FA,FI,FO,FS,HP,HR,HS,IM,IN,IP,JL,ND,NR,PD,PO,PR,PS,RE,RL,RU,SA,SO,ST,TF,TR,TX,YJ","Regulatory Proposal PRO2014-01, Phase II: Notification/ Non notification","Projet de directive PRO2014-01, Phase II : Modifications de l'homologation nécessitant ou non l'envoi d'un avis",Not Available,Sans objet,2014-03-31,2014-04-30,C,http://www.hc-sc.gc.ca/cps-spc/pest/part/consultations/_pro2014-01/index-eng.php,http://www.hc-sc.gc.ca/cps-spc/pest/part/consultations/_pro2014-01/index-fra.php,N,,,hc-sc,Health Canada | Santé Canada
A-002729,,"AA,AD,AG,CD,CM,CR,CU,DV,EC,ED,EM,EN,EX,FA,FI,FO,FS,HP,HR,HS,IM,IN,IP,JL,ND,NR,PD,PO,PR,PS,RE,RL,RU,SA,SO,ST,TF,TR,TX,YJ",Consultation on Pesticide Cost Recovery,Consultation sur le recouvrement des coûts liés aux pesticides,Not Available,Sans objet,2014-03-14,2014-04-28,C,http://www.hc-sc.gc.ca/cps-spc/pest/part/consultations/_cost-rec-couts/index-eng.php,http://www.hc-sc.gc.ca/cps-spc/pest/part/consultations/_cost-rec-couts/index-fra.php,N,,,hc-sc,Health Canada | Santé Canada
